2024-04-15 11:11:07.737198+00	1380104
2024-04-15 11:11:07.730892+00	1380103
2024-04-15 11:11:07.729973+00	1380102
2024-04-15 11:11:07.723756+00	1380101
2024-04-15 11:11:07.716988+00	1380100
2024-04-15 11:11:07.716096+00	1380099
2024-04-15 11:11:07.7124+00	1380098
2024-04-15 11:11:07.704458+00	1380097
2024-04-15 11:11:07.703427+00	1380096
2024-04-15 11:10:59.037733+00	1380095
2024-04-15 11:10:59.031696+00	1380094
2024-04-15 11:10:59.027117+00	1380093
2024-04-15 11:10:59.025926+00	1380092
2024-04-15 11:10:59.019733+00	1380091
2024-04-15 11:10:59.013832+00	1380090
2024-04-15 11:10:59.007766+00	1380089
2024-04-15 11:10:58.999901+00	1380088
2024-04-15 11:10:58.989649+00	1380087
2024-04-15 11:10:58.988506+00	1380086
2024-04-15 11:10:58.983894+00	1380085
2024-04-15 11:10:58.979407+00	1380084
2024-04-15 11:10:58.974584+00	1380083
2024-04-15 11:10:58.973584+00	1380082
2024-04-15 11:10:58.970448+00	1380081
2024-04-15 11:10:58.965658+00	1380080
2024-04-15 11:10:58.960072+00	1380079
2024-04-15 11:10:58.959111+00	1380078
2024-04-15 11:10:58.958115+00	1380077
2024-04-15 11:10:58.953108+00	1380076
2024-04-15 11:10:58.949164+00	1380075
2024-04-15 11:10:58.939177+00	1380074
2024-04-15 11:10:58.937879+00	1380073
2024-04-15 11:10:58.93211+00	1380072
2024-04-15 11:10:58.9294+00	1380071
2024-04-15 11:10:58.924992+00	1380070
2024-04-15 11:10:58.924051+00	1380069
2024-04-15 11:10:58.915181+00	1380068
2024-04-15 11:10:58.914322+00	1380067
2024-04-15 11:10:58.91115+00	1380066
2024-04-15 11:10:58.90295+00	1380065
2024-04-15 11:10:58.898907+00	1380064
2024-04-15 11:10:52.59988+00	1380063
2024-04-15 11:10:52.59682+00	1380062
2024-04-15 11:10:52.592624+00	1380061
2024-04-15 11:10:52.584401+00	1380060
2024-04-15 11:10:52.581003+00	1380059
